Lote,Endereco,link,Titulo,Descricao,Total_Fotos,Rotulo,Valor (R$),Data
Vaga de Garagem,"São Paulo / SP - Vila Gomes Cardim Rua Cantagalo,  610",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-gomes-cardim/rua-cantagalo-610/33132-202437,www.portalzuk.com.br,,0,2º leilão,32446.1140,21/07/2025 às 14:23
Vaga de Garagem,"São Paulo / SP - Vila Gomes Cardim Rua Cantagalo,  610",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-gomes-cardim/rua-cantagalo-610/33132-202438,Apartamento à venda em leilão,,0,1º leilão,54086.93,30/06/2025 às 14:26
Vaga de Garagem,"São Paulo / SP - Vila Gomes Cardim Rua Cantagalo,  610",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-gomes-cardim/rua-cantagalo-610/33132-202438,Apartamento à venda em leilão,,0,2º leilão,32452.1640,21/07/2025 às 14:26
Vaga de Garagem,"São Paulo / SP - Vila Gomes Cardim Rua Cantagalo,  610",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-gomes-cardim/rua-cantagalo-610/33132-202439,Terreno à venda em leilão,,0,1º leilão,54076.85,30/06/2025 às 14:29
Vaga de Garagem,"São Paulo / SP - Vila Gomes Cardim Rua Cantagalo,  610",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-gomes-cardim/rua-cantagalo-610/33132-202439,Terreno à venda em leilão,,0,2º leilão,32446.1140,21/07/2025 às 14:29
Apartamento,"Carapicuíba / SP - Jardim Helena Rua Colômbia,  210",https://www.portalzuk.com.br/imovel/sp/carapicuiba/jardim-helena/rua-colombia-210/33339-203986,www.portalzuk.com.br,,0,1º leilão,270481.37,30/06/2025 às 14:30
Apartamento,"Carapicuíba / SP - Jardim Helena Rua Colômbia,  210",https://www.portalzuk.com.br/imovel/sp/carapicuiba/jardim-helena/rua-colombia-210/33339-203986,www.portalzuk.com.br,,0,2º leilão,135240.6850,21/07/2025 às 14:30
Apartamento,"São José do Rio Preto / SP - Centro Rua Antônio de Godoy,  3232",https://www.portalzuk.com.br/imovel/sp/sao-jose-do-rio-preto/centro/rua-antonio-de-godoy-3232/33343-204076,www.portalzuk.com.br,,0,1º leilão,1175724.29,01/07/2025 às 14:40
Apartamento,"São José do Rio Preto / SP - Centro Rua Antônio de Godoy,  3232",https://www.portalzuk.com.br/imovel/sp/sao-jose-do-rio-preto/centro/rua-antonio-de-godoy-3232/33343-204076,www.portalzuk.com.br,,0,2º leilão,705434.5740,21/07/2025 às 14:40
Casa,"Campinas / SP - Chácara Três Marias Rua Maria Assunta Gualtieri de Camargo,  51",https://www.portalzuk.com.br/imovel/sp/campinas/chacara-tres-marias/rua-maria-assunta-gualtieri-de-camargo-51/33304-203807,Terreno à venda em leilão,,0,1º leilão,814962.32,01/07/2025 às 14:50
Casa,"Campinas / SP - Chácara Três Marias Rua Maria Assunta Gualtieri de Camargo,  51",https://www.portalzuk.com.br/imovel/sp/campinas/chacara-tres-marias/rua-maria-assunta-gualtieri-de-camargo-51/33304-203807,Terreno à venda em leilão,,0,2º leilão,488977.3940,21/07/2025 às 14:50
Casa,"Mauá / SP - Vila Bocaina Rua Japão,  289",https://www.portalzuk.com.br/imovel/sp/maua/vila-bocaina/rua-japao-289/33347-204080,Terreno à venda em leilão,,0,1º leilão,1427145.93,01/07/2025 às 15:00
Casa,"Mauá / SP - Vila Bocaina Rua Japão,  289",https://www.portalzuk.com.br/imovel/sp/maua/vila-bocaina/rua-japao-289/33347-204080,Terreno à venda em leilão,,0,2º leilão,1141716.7420,21/07/2025 às 15:00
Terreno,"Igaratá / SP - Jaguari Rua 05,  s/nº",https://www.portalzuk.com.br/imovel/sp/igarata/jaguari/rua-05-s-nº/33348-204081,Terreno à venda em leilão,,0,1º leilão,326143.41,30/06/2025 às 15:10
Terreno,"Igaratá / SP - Jaguari Rua 05,  s/nº",https://www.portalzuk.com.br/imovel/sp/igarata/jaguari/rua-05-s-nº/33348-204081,Terreno à venda em leilão,,0,2º leilão,195686.0440,21/07/2025 às 15:10
Área Rural,"Chapada Gaúcha / MG - Zona Rural Fazenda Serra das Araras,  S/nº",https://www.portalzuk.com.br/imovel/mg/chapada-gaucha/zona-rural/fazenda-serra-das-araras-s-nº/33566-205936,www.portalzuk.com.br,,0,1º leilão,33330856.68,22/07/2025 às 10:00
Área Rural,"Chapada Gaúcha / MG - Zona Rural Fazenda Serra das Araras,  S/nº",https://www.portalzuk.com.br/imovel/mg/chapada-gaucha/zona-rural/fazenda-serra-das-araras-s-nº/33566-205936,www.portalzuk.com.br,,0,2º leilão,24252134.9827,24/07/2025 às 10:00
Casa,"Lagoa do Carro / PE - Bosque de Santana Rua Sete,  s/n",https://www.portalzuk.com.br/imovel/pe/lagoa-do-carro/bosque-de-santana/rua-sete-s-n/33552-205752,Terreno à venda em leilão,,0,Lance inicial,192240.0059,22/07/2025 às 10:00
Área Rural,"Campo Mourão / PR - Zona Rural Sítio Scheffer,  s/n",https://www.portalzuk.com.br/imovel/pr/campo-mourao/zona-rural/sitio-scheffer-s-n/33595-206222,Terreno à venda em leilão,,0,1º leilão,3031000.00,22/07/2025 às 10:00
Área Rural,"Campo Mourão / PR - Zona Rural Sítio Scheffer,  s/n",https://www.portalzuk.com.br/imovel/pr/campo-mourao/zona-rural/sitio-scheffer-s-n/33595-206222,Terreno à venda em leilão,,0,2º leilão,4243793.90,23/07/2025 às 10:00
Terreno,"Pérola / PR - Condominio Parque Residencial Viva Rua Rio de Janeiro,  336",https://www.portalzuk.com.br/imovel/pr/perola/condominio-parque-residencial-viva/rua-rio-de-janeiro-336/33552-205753,Terreno à venda em leilão,,0,Lance inicial,60480.0055,22/07/2025 às 10:00
Terreno,"Pérola / PR - Condomínio Parque Residencial Viva Rua Rio de Janeiro,  364",https://www.portalzuk.com.br/imovel/pr/perola/condominio-parque-residencial-viva/rua-rio-de-janeiro-364/33552-205754,Casa à venda em leilão,,0,Lance inicial,67680.0055,22/07/2025 às 10:01
Apartamento,"Jaboatão dos Guararapes / PE - Candeias Rua Professor Sílvio Rabelo,  956",https://www.portalzuk.com.br/imovel/pe/jaboatao-dos-guararapes/candeias/rua-professor-silvio-rabelo-956/33552-205755,Casa à venda em leilão,,0,Lance inicial,72000.0046,22/07/2025 às 10:01
Casa,"Lages / SC - Petrópolis Rua São José do Cerrito,  137",https://www.portalzuk.com.br/imovel/sc/lages/petropolis/rua-sao-jose-do-cerrito-137/33552-205756,Casa à venda em leilão,,0,Lance inicial,108000.0050,22/07/2025 às 10:02
Casa,"Ponta Grossa / PR - Orfãs Rua Quintino Bocaiúva,  334",https://www.portalzuk.com.br/imovel/pr/ponta-grossa/orfas/rua-quintino-bocaiuva-334/33552-205757,Casa à venda em leilão,,0,Lance inicial,640800.0045,22/07/2025 às 10:02
Casa,"Pelotas / RS - Fragata Rua Allan Kardec,  332",https://www.portalzuk.com.br/imovel/rs/pelotas/fragata/rua-allan-kardec-332/33552-205758,Casa à venda em leilão,,0,Lance inicial,180000.0054,22/07/2025 às 10:03
Casa,"Porto Alegre / RS - Sarandi Avenida Toledo Piza,  733",https://www.portalzuk.com.br/imovel/rs/porto-alegre/sarandi/avenida-toledo-piza-733/33552-205759,Casa à venda em leilão,,0,Lance inicial,207360.0042,22/07/2025 às 10:03
Casa,"Campina Grande / PB - Catolé Rua José Soares de Santana,  367",https://www.portalzuk.com.br/imovel/pb/campina-grande/catole/rua-jose-soares-de-santana-367/33552-205760,Casa à venda em leilão,,0,Lance inicial,194040.0050,22/07/2025 às 10:04
Casa,"Ponta Grossa / PR - Boa Vista Rua Barão de Penedo,  564",https://www.portalzuk.com.br/imovel/pr/ponta-grossa/boa-vista/rua-barao-de-penedo-564/33552-205761,Casa à venda em leilão,,0,Lance inicial,108000.0047,22/07/2025 às 10:04
Casa,"Maracanaú / CE - Pau-Serrado Rua 204,  122",https://www.portalzuk.com.br/imovel/ce/maracanau/pau_serrado/rua-204-122/33552-205762,Casa à venda em leilão,,0,Lance inicial,148320.0046,22/07/2025 às 10:05
Casa,"Cachoeira do Sul / RS - Carvalho Rua Gabriel Leon,  865",https://www.portalzuk.com.br/imovel/rs/cachoeira-do-sul/carvalho/rua-gabriel-leon-865/33552-205763,Casa à venda em leilão,,0,Lance inicial,208800.0046,22/07/2025 às 10:05
Casa,"Uberaba / MG - Alfredo Freire Iii Rua Manoel Marques,  154",https://www.portalzuk.com.br/imovel/mg/uberaba/alfredo-freire-iii/rua-manoel-marques-154/33552-205764,Casa à venda em leilão,,0,Lance inicial,148680.0051,22/07/2025 às 10:06
Casa,"Goiânia / GO - Condomínio do Lago 1ª Etapa Rua Lago 3,  s/nº",https://www.portalzuk.com.br/imovel/go/goiania/condominio-do-lago-1ª-etapa/rua-lago-3-s-nº/33552-205765,Casa à venda em leilão,,0,Lance inicial,3120000.00,22/07/2025 às 10:06
Casa,"Ipuã / SP - Centro Rua Marechal Deodoro,  120",https://www.portalzuk.com.br/imovel/sp/ipua/centro/rua-marechal-deodoro-120/33552-205766,www.portalzuk.com.br,,0,Lance inicial,95040.0052,22/07/2025 às 10:07
Casa,"São Gonçalo / RJ - Rio do Ouro Av Doutor Arthur Oscar Flach,  15",https://www.portalzuk.com.br/imovel/rj/sao-goncalo/rio-do-ouro/av-doutor-arthur-oscar-flach-15/33552-205767,Casa à venda em leilão,,0,Lance inicial,541440.0058,22/07/2025 às 10:07
Casa,"Baião / PA - Cidade Nova Rua Rui Barbosa,  43",https://www.portalzuk.com.br/imovel/pa/baiao/cidade-nova/rua-rui-barbosa-43/33552-205768,Casa à venda em leilão,,0,Lance inicial,115920.0050,22/07/2025 às 10:08
Casa,"Juazeiro / BA - Alto da Maravilha Rua Manoel Crisóstomo da Silva,  05",https://www.portalzuk.com.br/imovel/ba/juazeiro/alto-da-maravilha/rua-manoel-crisostomo-da-silva-05/33552-205769,Casa à venda em leilão,,0,Lance inicial,317520.0046,22/07/2025 às 10:08
Casa,"Jaguaribara / CE - Conjunto Zacarias Junior Rua Vereador Clicerio de Oliveira,  991",https://www.portalzuk.com.br/imovel/ce/jaguaribara/conjunto-zacarias-junior/rua-vereador-clicerio-de-oliveira-991/33552-205770,Casa à venda em leilão,,0,Lance inicial,58320.0047,22/07/2025 às 10:09
Casa,"Cascavel / PR - Alto Alegre Rua Públio Pimentel,  1600",https://www.portalzuk.com.br/imovel/pr/cascavel/alto-alegre/rua-publio-pimentel-1600/33552-205771,Casa à venda em leilão,,0,Lance inicial,309600.0046,22/07/2025 às 10:09
Casa,"Itaboraí / RJ - Joaquim de Oliveira Rua 15,  01",https://www.portalzuk.com.br/imovel/rj/itaborai/joaquim-de-oliveira/rua-15-01/33552-205772,Casa à venda em leilão,,0,Lance inicial,149040.0046,22/07/2025 às 10:10
Casa,"Paulista / PE - Pau Amarelo Rua Realeza,  95",https://www.portalzuk.com.br/imovel/pe/paulista/pau-amarelo/rua-realeza-95/33552-205773,Casa à venda em leilão,,0,Lance inicial,66240.0051,22/07/2025 às 10:10
Casa,"Caldas Novas / GO - Residencial Eldorado Park Ii Rua 21,  s/nº",https://www.portalzuk.com.br/imovel/go/caldas-novas/residencial-eldorado-park-ii/rua-21-s-nº/33552-205774,Casa à venda em leilão,,0,Lance inicial,321120.0046,22/07/2025 às 10:11
Casa,"Lages / SC - Brusque Rua Josaphat Lenzi,  190",https://www.portalzuk.com.br/imovel/sc/lages/brusque/rua-josaphat-lenzi-190/33552-205775,Casa à venda em leilão,,0,Lance inicial,252000.0044,22/07/2025 às 10:11
Casa,"Paulista / PE - Janga Rua Água Preta,  367",https://www.portalzuk.com.br/imovel/pe/paulista/janga/rua-agua-preta-367/33552-205776,Casa à venda em leilão,,0,Lance inicial,140400.0046,22/07/2025 às 10:12
Casa,"Baião / PA - Bela-Flor Rua Manoel Peleja,  48",https://www.portalzuk.com.br/imovel/pa/baiao/bela_flor/rua-manoel-peleja-48/33552-205777,www.portalzuk.com.br,,0,Lance inicial,115920.0050,22/07/2025 às 10:12
Casa,"Ivaiporã / PR - Vila Nova Pora R Ascanio Mendonça,  s/nº",https://www.portalzuk.com.br/imovel/pr/ivaipora/vila-nova-pora/r-ascanio-mendonca-s-nº/33552-205778,Casa à venda em leilão,,0,Lance inicial,290160.0046,22/07/2025 às 10:13
Casa,"Salvador / BA - Roma Rua Desembargador Amâncio de Souza,  221",https://www.portalzuk.com.br/imovel/ba/salvador/roma/rua-desembargador-amancio-de-souza-221/33552-205779,Casa à venda em leilão,,0,Lance inicial,228960.0044,22/07/2025 às 10:13
Casa,"Gravatá / PE - Porta Florada Rua Andrelina Cosme da Silva,  52",https://www.portalzuk.com.br/imovel/pe/gravata/porta-florada/rua-andrelina-cosme-da-silva-52/33552-205780,Casa à venda em leilão,,0,Lance inicial,327600.0050,22/07/2025 às 10:14
Casa,"Votuporanga / SP - Jardim Itália Rua Auro Leal,  4128",https://www.portalzuk.com.br/imovel/sp/votuporanga/jardim-italia/rua-auro-leal-4128/33552-205781,Casa à venda em leilão,,0,Lance inicial,196560.0050,22/07/2025 às 10:14
Casa,"Barra de Guabiraba / PE - Marinas do Rio Aquira Rua 5,  72",https://www.portalzuk.com.br/imovel/pe/barra-de-guabiraba/marinas-do-rio-aquira/rua-5-72/33552-205782,Casa à venda em leilão,,0,Lance inicial,64800.0046,22/07/2025 às 10:15
Casa,"Belo Jardim / PE - José Maciel Rua Geraldo de Souza Barbosa,  443",https://www.portalzuk.com.br/imovel/pe/belo-jardim/jose-maciel/rua-geraldo-de-souza-barbosa-443/33552-205783,www.portalzuk.com.br,,0,Lance inicial,82080.0055,22/07/2025 às 10:15
Casa,"Pereira Barreto / SP - Hossoi R Emilio Chiesa,  842",https://www.portalzuk.com.br/imovel/sp/pereira-barreto/hossoi/r-emilio-chiesa-842/33552-205784,www.portalzuk.com.br,,0,Lance inicial,306000.0049,22/07/2025 às 10:16
Casa,"Baião / PA - Cidade Nova Rua São Jorge,  32",https://www.portalzuk.com.br/imovel/pa/baiao/cidade-nova/rua-sao-jorge-32/33552-205785,Apartamento à venda em leilão,,0,Lance inicial,80640.0050,22/07/2025 às 10:16
Casa,"Gravatá / PE - Santana Rua Narciso,  200",https://www.portalzuk.com.br/imovel/pe/gravata/santana/rua-narciso-200/33552-205786,www.portalzuk.com.br,,0,Lance inicial,852480.0050,22/07/2025 às 10:17
Casa,"São Simão / GO - Conjunto Mutirão I Rua 22,  30",https://www.portalzuk.com.br/imovel/go/sao-simao/conjunto-mutirao-i/rua-22-30/33552-205787,Apartamento à venda em leilão,,0,Lance inicial,149760.0051,22/07/2025 às 10:17
Apartamento,"Ribeirão Preto / SP - Jardim Anhangüera Rua José de Magalhães,  741",https://www.portalzuk.com.br/imovel/sp/ribeirao-preto/jardim-anhanguera/rua-jose-de-magalhaes-741/33552-205788,Apartamento à venda em leilão,,0,Lance inicial,122400.0044,22/07/2025 às 10:18
Apartamento,"Rio de Janeiro / RJ - Cascadura Avenida Ernani Cardoso,  165",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/cascadura/avenida-ernani-cardoso-165/33552-205789,www.portalzuk.com.br,,0,Lance inicial,96480.0042,22/07/2025 às 10:18
Casa,"Pindoretama / CE - Loteamento Brisas do Pindoretama Rua Osmar Holanda de Freitas,  417",https://www.portalzuk.com.br/imovel/ce/pindoretama/loteamento-brisas-do-pindoretama/rua-osmar-holanda-de-freitas-417/33552-205790,www.portalzuk.com.br,,0,Lance inicial,190080.0049,22/07/2025 às 10:19
Casa,"Santa Helena de Goiás / GO - Brasil Avenida Aristeu Bertoldo de Lima,  272",https://www.portalzuk.com.br/imovel/go/santa-helena-de-goias/brasil/avenida-aristeu-bertoldo-de-lima-272/33552-205791,www.portalzuk.com.br,,0,Lance inicial,128880.0046,22/07/2025 às 10:19
Casa,"São José de Ribamar / MA - Aracagy Rua dos Sabias,  0",https://www.portalzuk.com.br/imovel/ma/sao-jose-de-ribamar/aracagy/rua-dos-sabias-0/33552-205792,Casa à venda em leilão,,0,Lance inicial,188640.0052,22/07/2025 às 10:20
Casa,"Presidente Prudente / SP - Santa Eliza Rua José de Lima,  444",https://www.portalzuk.com.br/imovel/sp/presidente-prudente/santa-eliza/rua-jose-de-lima-444/33552-205793,Casa à venda em leilão,,0,Lance inicial,137520.0046,22/07/2025 às 10:20
Casa,"Trindade / GO - Setor Monte Sinai Rua Luiz Carlos de Morais,  s/nº",https://www.portalzuk.com.br/imovel/go/trindade/setor-monte-sinai/rua-luiz-carlos-de-morais-s-nº/33552-205795,Casa à venda em leilão,,0,Lance inicial,119520.0046,22/07/2025 às 10:21
Terreno,"São João Batista / SC - Colonia Nova Italia Rua Jose Francisco Peixer,  5100",https://www.portalzuk.com.br/imovel/sc/sao-joao-batista/colonia-nova-italia/rua-jose-francisco-peixer-5100/33552-205796,www.portalzuk.com.br,,0,Lance inicial,500000.0030,22/07/2025 às 10:22
Casa,"Caldas Novas / GO - Residencial Recanto de Caldas Rua Rc 24,  43",https://www.portalzuk.com.br/imovel/go/caldas-novas/residencial-recanto-de-caldas/rua-rc-24-43/33552-205797,www.portalzuk.com.br,,0,Lance inicial,124200.0046,22/07/2025 às 10:22
Casa,"São Luis / MA - Pontal da Ilha Rua das Flores,  37",https://www.portalzuk.com.br/imovel/ma/sao-luis/pontal-da-ilha/rua-das-flores-37/33552-205798,Casa à venda em leilão,,0,Lance inicial,91440.0049,22/07/2025 às 10:23
Casa,"Ribeirão Preto / SP - Campos Elíseos Rua Eduardo Leite,  778",https://www.portalzuk.com.br/imovel/sp/ribeirao-preto/campos-eliseos/rua-eduardo-leite-778/33552-205799,Casa à venda em leilão,,0,Lance inicial,136800.0051,22/07/2025 às 10:23
Casa,"Santa Helena de Goiás / GO - Parque Residencial Isaura Rua João Batista de Paiva,  186",https://www.portalzuk.com.br/imovel/go/santa-helena-de-goias/parque-residencial-isaura/rua-joao-batista-de-paiva-186/33552-205800,Casa à venda em leilão,,0,Lance inicial,370080.0043,22/07/2025 às 10:24
Casa,"São José do Egito / PE - Riacho do Meio Rua Manoel Mancinho,  23",https://www.portalzuk.com.br/imovel/pe/sao-jose-do-egito/riacho-do-meio/rua-manoel-mancinho-23/33552-205801,www.portalzuk.com.br,,0,Lance inicial,141840.0049,22/07/2025 às 10:24
Casa,"Corumbá / MS - Maria Leite Rua São Carlos,  370",https://www.portalzuk.com.br/imovel/ms/corumba/maria-leite/rua-sao-carlos-370/33552-205802,Casa à venda em leilão,,0,Lance inicial,177120.0049,22/07/2025 às 10:25
Casa,"Teolândia / BA - José Teles de Menezes Tancredo Neves,  288",https://www.portalzuk.com.br/imovel/ba/teolandia/jose-teles-de-menezes/tancredo-neves-288/33552-205803,www.portalzuk.com.br,,0,Lance inicial,66960.0046,22/07/2025 às 10:25
Casa,"Jaraguá / GO - Vila Dona Izabel Rua 20,  s/nº",https://www.portalzuk.com.br/imovel/go/jaragua/vila-dona-izabel/rua-20-s-nº/33552-205804,Casa à venda em leilão,,0,Lance inicial,228240.0046,22/07/2025 às 10:26
Apartamento,"Rio de Janeiro / RJ - Praça Seca Rua Cândido Benício,  916",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/praca-seca/rua-candido-benicio-916/33552-205805,Casa à venda em leilão,,0,Lance inicial,137520.0042,22/07/2025 às 10:26
Apartamento,"Salvador / BA - Costa Azul Rua Monsenhor Gaspar Sadoc,  89",https://www.portalzuk.com.br/imovel/ba/salvador/costa-azul/rua-monsenhor-gaspar-sadoc-89/33552-205806,Casa à venda em leilão,,0,Lance inicial,241200.0050,22/07/2025 às 10:27
Casa,"Serra Talhada / PE - Tancredo Neves Rua 11,  356",https://www.portalzuk.com.br/imovel/pe/serra-talhada/tancredo-neves/rua-11-356/33552-205807,Casa à venda em leilão,,0,Lance inicial,126000.0046,22/07/2025 às 10:27
Casa,"Luziânia / GO - Jardim do Ingá Rua Alexandre Polônio,  s/nº",https://www.portalzuk.com.br/imovel/go/luziania/jardim-do-inga/rua-alexandre-polonio-s-nº/33552-205808,Casa à venda em leilão,,0,Lance inicial,83520.0046,22/07/2025 às 10:28
Casa,"Rio de Janeiro / RJ - Jacarepagua Rua Capitu,  300",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/jacarepagua/rua-capitu-300/33552-205809,Casa à venda em leilão,,0,Lance inicial,555840.0050,22/07/2025 às 10:28
Casa,"Ribeirão das Neves / MG - Sevilha Rua Teófilo Otoni,  38",https://www.portalzuk.com.br/imovel/mg/ribeirao-das-neves/sevilha/rua-teofilo-otoni-38/33552-205810,Casa à venda em leilão,,0,Lance inicial,131760.0048,22/07/2025 às 10:29
Casa,"Peruíbe / SP - Jardim Imperador Rua Joaquim do Val,  630",https://www.portalzuk.com.br/imovel/sp/peruibe/jardim-imperador/rua-joaquim-do-val-630/33552-205811,www.portalzuk.com.br,,0,Lance inicial,570240.0049,22/07/2025 às 10:29
Casa,"Petrolina / PE - Jardim Amazonas Rua Lavanda,  121",https://www.portalzuk.com.br/imovel/pe/petrolina/jardim-amazonas/rua-lavanda-121/33552-205812,Casa à venda em leilão,,0,Lance inicial,142560.0046,22/07/2025 às 10:30
Casa,"Aquiraz / CE - Mariuba Rua Tainha,  92",https://www.portalzuk.com.br/imovel/ce/aquiraz/mariuba/rua-tainha-92/33552-205813,Casa à venda em leilão,,0,Lance inicial,424080.0051,22/07/2025 às 10:30
Casa,"Macau / RN - Centro Rua Projetada,  s/nº",https://www.portalzuk.com.br/imovel/rn/macau/centro/rua-projetada-s-nº/33552-205814,Casa à venda em leilão,,0,Lance inicial,73440.0049,22/07/2025 às 10:31
